name,city,state,pred_degree,type,region,locale,adm_rate,math_stat,size,cost,student_expend,earnings,debt
Claremont McKenna College,Claremont,CA,Bachelors,Private,Far West,Suburb,0.1112,0.0215,1379,82127,42735,104736,13500
Milan Institute-Visalia,Visalia,CA,Associates,Private,Far West,City,NA,0,632,NA,3051,32493,8124
Clovis Adult Education,Clovis,CA,Associates,Public,Far West,Suburb,NA,0,268,NA,6134,50098,PS
Coastline Community College,Fountain Valley,CA,Associates,Public,Far West,City,NA,0.0024,7007,17984,3720,44483,8250
University of Silicon Valley,San Jose,CA,Bachelors,Private,Far West,City,0.5131,0,377,36361,8018,51017,31000
Coba Academy,Anaheim,CA,Associates,Private,Far West,City,NA,0,100,NA,12352,21208,6333
Western University of Health Sciences,Pomona,CA,Graduate,Private,Far West,Suburb,NA,NA,NA,NA,36656,NA,PS
Columbia College,Sonora,CA,Associates,Public,Far West,Rural,NA,0.0142,1917,19688,7002,39035,PS
California College of ASU,Los Angeles,CA,Bachelors,Private,Far West,City,NA,0,149,33732,7505,42014,25000
Compton College,Compton,CA,Associates,Public,Far West,Suburb,NA,0.0032,2881,17782,7378,34181,PS
Contra Costa College,San Pablo,CA,Associates,Public,Far West,Suburb,NA,0.0063,4805,14511,8730,40850,PS
Cosumnes River College,Sacramento,CA,Associates,Public,Far West,City,NA,0.0127,13527,12005,4588,42446,10722
Crafton Hills College,Yucaipa,CA,Associates,Public,Far West,Suburb,NA,0.0114,5074,18384,4441,42553,PS
Cuesta College,San Luis Obispo,CA,Associates,Public,Far West,Rural,NA,0.0047,6879,20561,7155,46047,13750
Cuyamaca College,El Cajon,CA,Associates,Public,Far West,Suburb,NA,0.0492,6788,15940,5204,32435,PS
Cypress College,Cypress,CA,Associates,Public,Far West,City,NA,0.0076,12309,15752,6844,43533,10000
De Anza College,Cupertino,CA,Associates,Public,Far West,City,NA,0.0232,14953,13167,6547,56596,5625
International School of Beauty Inc,Palm Desert,CA,Associates,Private,Far West,City,NA,0,173,NA,1478,19799,7083
College of the Desert,Palm Desert,CA,Associates,Public,Far West,City,NA,0.005,8900,20053,6262,39020,PS
Design Institute of San Diego,San Diego,CA,Bachelors,Private,Far West,City,0.875,0,92,42093,7437,46920,36844
DHARMA REALM BUDDHIST UNIVERSITY,Ukiah,CA,Unclassified,Private,Far West,Town,NA,NA,NA,NA,NA,NA,NA
Diablo Valley College,Pleasant Hill,CA,Associates,Public,Far West,Suburb,NA,0.014,14734,14804,7631,51378,10021
Dominican University of California,San Rafael,CA,Bachelors,Private,Far West,City,0.9562,0,1178,68620,13027,84713,27000
Dominican School of Philosophy & Theology,Berkeley,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,22962,NA,NA
East Los Angeles College,Monterey Park,CA,Associates,Public,Far West,Suburb,NA,0.0051,24401,18645,7640,42006,10500
El Camino Community College District,Torrance,CA,Associates,Public,Far West,Suburb,NA,0.0155,18994,13376,6080,41589,PS
Emperor's College of Traditional Oriental Medicine,Santa Monica,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,3585,NA,PS
Empire College,Santa Rosa,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,5775,43090,13000
Evergreen Valley College,San Jose,CA,Associates,Public,Far West,City,NA,0.0302,7670,22557,10229,53077,13219
FIDM-Fashion Institute of Design & Merchandising,Los Angeles,CA,Associates,Private,Far West,City,0.415,0,1319,53393,5656,49840,13734
Feather River Community College District,Quincy,CA,Associates,Public,Far West,Rural,NA,0.0028,1574,16502,6891,38142,10750
Federico Beauty Institute,Sacramento,CA,Associates,Private,Far West,Suburb,NA,0,245,NA,5042,29856,6333
Fielding Graduate University,Santa Barbara,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,12217,NA,PS
Five Branches University,Santa Cruz,CA,Graduate,Private,Far West,Suburb,NA,NA,NA,NA,2946,NA,PS
Redondo Beach Beauty College,Torrance,CA,Associates,Private,Far West,City,NA,0,52,NA,2337,NA,PS
Foothill College,Los Altos Hills,CA,Associates,Public,Far West,Suburb,NA,0.0187,10922,15772,7801,57072,10500
Franciscan School of Theology,San Diego,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,26230,NA,NA
Fredrick and Charles Beauty College,Eureka,CA,Associates,Private,Far West,Town,NA,0,67,NA,4402,21826,PS
Fresno City College,Fresno,CA,Associates,Public,Far West,City,NA,0.0057,18774,12063,6194,37361,4058
Fresno Pacific University,Fresno,CA,Bachelors,Private,Far West,City,0.5752,0,1614,42673,7304,58896,23146
Fuller Theological Seminary,Pasadena,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,10382,NA,PS
Fullerton College,Fullerton,CA,Associates,Public,Far West,Suburb,NA,0.007,16637,16206,6450,43366,4500
Gavilan College,Gilroy,CA,Associates,Public,Far West,Rural,NA,0.0089,4410,10484,7532,47169,PS
Gemological Institute of America-Carlsbad,Carlsbad,CA,Associates,Private,Far West,City,NA,0,308,NA,44312,42588,PS
Glendale Community College,Glendale,CA,Associates,Public,Far West,City,NA,0.0207,9807,15802,6184,41540,8972
Glendale Career College,Glendale,CA,Associates,Private,Far West,City,NA,0,854,NA,7373,41472,9500
Golden Gate University,San Francisco,CA,Bachelors,Private,Far West,City,NA,0,550,NA,3956,87434,29875
Golden West College,Huntington Beach,CA,Associates,Public,Far West,Suburb,NA,0.0086,8919,12206,3546,43145,7179
Graduate Theological Union,Berkeley,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,19890,NA,NA
Grossmont College,El Cajon,CA,Associates,Public,Far West,Suburb,NA,0.0166,11467,11543,6254,40309,8625
Salon Success Academy-Riverside,Riverside,CA,Associates,Private,Far West,City,NA,0,173,NA,1097,21777,11884
Hartnell College,Salinas,CA,Associates,Public,Far West,City,NA,0.0156,7153,12050,5232,44316,PS
Harvey Mudd College,Claremont,CA,Bachelors,Private,Far West,Suburb,0.1306,0.066,915,84896,35271,138687,25000
Hilltop Beauty School,Daly City,CA,Associates,Private,Far West,Suburb,NA,0,79,NA,1811,25477,PS
Pacifica Graduate Institute,Carpinteria,CA,Graduate,Private,Far West,Rural,NA,NA,NA,NA,9900,NA,PS
California State Polytechnic University-Humboldt,Arcata,CA,Bachelors,Public,Far West,Town,0.9883,0.0088,5491,24412,12911,47626,18000
Humphreys University-Stockton and Modesto Campuses,Stockton,CA,Bachelors,Private,Far West,City,NA,0,178,20286,8377,39248,35500
Imperial Valley College,Imperial,CA,Associates,Public,Far West,Rural,NA,0.0062,6881,12466,6399,34487,PS
Institute for Business and Technology,San Jose,CA,Associates,Private,Far West,City,NA,0,609,NA,4903,38015,7853
Interior Designers Institute,Newport Beach,CA,Associates,Private,Far West,City,NA,0,107,NA,4984,54974,22082
Irvine Valley College,Irvine,CA,Associates,Public,Far West,City,NA,0.0283,9577,11750,6173,49156,6500
Bellus Academy-El Cajon,El Cajon,CA,Associates,Private,Far West,Suburb,NA,0,205,NA,5944,30807,6333
American Jewish University,Los Angeles,CA,Associates,Private,Far West,City,NA,0,69,NA,52550,61954,PS
Reedley College,Reedley,CA,Associates,Public,Far West,Town,NA,0.0089,4853,11413,7141,38493,2819
Life Pacific University,San Dimas,CA,Bachelors,Private,Far West,Suburb,0.9395,0,393,33193,7158,43299,22395
University of La Verne,La Verne,CA,Bachelors,Private,Far West,Suburb,0.4848,0.0096,3341,61564,8186,65464,23500
Laguna College of Art and Design,Laguna Beach,CA,Bachelors,Private,Far West,Rural,0.7761,0,776,56183,10940,47867,27000
Lake Tahoe Community College,South Lake Tahoe,CA,Associates,Public,Far West,Rural,NA,0.0153,2909,17731,6846,36657,PS
Lancaster Beauty School,Lancaster,CA,Associates,Private,Far West,Suburb,NA,0,131,NA,2331,16220,6333
Laney College,Oakland,CA,Associates,Public,Far West,City,NA,0.04,7158,22777,6198,37282,PS
Lassen Community College,Susanville,CA,Associates,Public,Far West,Town,NA,0,1564,17063,10074,35994,PS
Latin American Bible Institute,La Puente,CA,Associates,Private,Far West,Suburb,0.6818,0,78,14780,11219,NA,NA
Life Chiropractic College West,Hayward,CA,Graduate,Private,Far West,Suburb,NA,NA,NA,NA,18800,NA,PS
Lincoln University,Oakland,CA,Bachelors,Private,Far West,City,NA,0,223,NA,6633,53695,PS
Southern California Seminary,El Cajon,CA,Bachelors,Private,Far West,Suburb,NA,0,30,NA,8250,39607,PS
La Sierra University,Riverside,CA,Bachelors,Private,Far West,City,0.933,0,1155,49365,13181,61824,27000
Loma Linda University,Loma Linda,CA,Bachelors,Private,Far West,Suburb,NA,0,867,NA,28539,89816,20854
Long Beach City College,Long Beach,CA,Associates,Public,Far West,City,NA,0.0073,21899,12664,5422,38870,10500
Southern California University of Health Sciences,Whittier,CA,Associates,Private,Far West,Suburb,NA,0,132,50742,12594,70649,11400
Los Angeles Harbor College,Wilmington,CA,Associates,Public,Far West,City,NA,0.0072,6496,19463,9095,41133,PS
Los Angeles Pierce College,Woodland Hills,CA,Associates,Public,Far West,City,NA,0.0206,13029,19844,8614,44521,12936
Los Angeles Southwest College,Los Angeles,CA,Associates,Public,Far West,Suburb,NA,0.0044,3793,14768,10923,32172,PS
Los Angeles Trade Technical College,Los Angeles,CA,Associates,Public,Far West,City,NA,0.0041,10165,18516,11214,35233,10500
Los Angeles Valley College,Valley Glen,CA,Associates,Public,Far West,City,NA,0.0073,12470,18625,8113,42678,10500
The Master's University and Seminary,Santa Clarita,CA,Bachelors,Private,Far West,Suburb,0.7589,0.0082,1606,48682,8439,57106,20500
Los Angeles City College,Los Angeles,CA,Associates,Public,Far West,City,NA,0.0094,10857,16176,8413,36190,12750
Los Angeles County College of Nursing and Allied Health,Los Angeles,CA,Associates,Public,Far West,City,NA,0,220,NA,54819,115318,9500
Los Angeles Mission College,Sylmar,CA,Associates,Public,Far West,City,NA,0.0053,8031,19525,9199,39834,12678
Los Medanos College,Pittsburg,CA,Associates,Public,Far West,Suburb,NA,0.0089,7100,13850,8646,42454,PS
Loyola Marymount University,Los Angeles,CA,Bachelors,Private,Far West,City,0.4029,0.0061,7171,75867,17715,78349,19500
Lu Ross Academy,Ventura,CA,Associates,Private,Far West,City,NA,0,277,NA,3287,23148,6333
Lyle's College of Beauty,Bakersfield,CA,Associates,Private,Far West,City,NA,0,96,NA,3830,25913,6333
Lyle's College of  Beauty,Fresno,CA,Associates,Private,Far West,City,NA,0,77,NA,3529,25913,6333
Lytles Redwood Empire Beauty College,Santa Rosa,CA,Associates,Private,Far West,Suburb,NA,0,114,NA,6867,20358,8682
MTI College,Sacramento,CA,Associates,Private,Far West,Suburb,0.8193,0,1025,NA,2545,45328,8836
College of Marin,Kentfield,CA,Associates,Public,Far West,Suburb,NA,0.0072,3928,23789,13621,42654,10062
Mendocino College,Ukiah,CA,Associates,Public,Far West,Rural,NA,0.0064,2857,16746,9637,40243,10836
Menlo College,Atherton,CA,Bachelors,Private,Far West,Suburb,0.6781,0,811,69879,9128,76419,21750
Merced College,Merced,CA,Associates,Public,Far West,City,NA,0.0062,9677,12722,6299,37815,PS
Merritt College,Oakland,CA,Associates,Public,Far West,City,NA,0.0044,5153,22559,4367,44392,PS
Northeastern University Oakland,Oakland,CA,Bachelors,Private,Far West,City,0.1654,0,542,NA,NA,92538,24250
MiraCosta College,Oceanside,CA,Associates,Public,Far West,Suburb,NA,0.0059,10474,15713,8266,43845,9000
Mission College,Santa Clara,CA,Associates,Public,Far West,City,NA,0.016,5557,15047,13594,50936,PS
Modern Beauty Academy,Oxnard,CA,Associates,Private,Far West,City,NA,0,62,NA,2848,22477,PS
Modesto Junior College,Modesto,CA,Associates,Public,Far West,City,NA,0.0064,14714,14769,5466,42368,PS
Moler Barber College,Oakland,CA,Associates,Private,Far West,City,NA,0,335,NA,3332,15204,10556
Middlebury Institute of International Studies at Monterey,Monterey,CA,Bachelors,Private,Far West,Suburb,NA,0,8,NA,17693,76310,13857
Monterey Peninsula College,Monterey,CA,Associates,Public,Far West,Suburb,NA,0.0107,5759,21993,6075,42176,PS
Moorpark College,Moorpark,CA,Associates,Public,Far West,Suburb,NA,0.0112,12011,9685,4821,49044,9500
Mt San Antonio College,Walnut,CA,Associates,Public,Far West,Suburb,NA,0.0119,25311,12077,8163,46283,5880
Mount Saint Mary's University,Los Angeles,CA,Bachelors,Private,Far West,City,0.6872,0.0067,1746,64637,13147,72379,25949
Mt San Jacinto Community College District,San Jacinto,CA,Associates,Public,Far West,Suburb,NA,0.0204,14859,15091,4875,38319,PS
Musicians Institute,Hollywood,CA,Associates,Private,Far West,City,0.7129,0,735,41795,6728,32778,PS
Napa Valley College,Napa,CA,Associates,Public,Far West,City,NA,0.0193,3205,21563,7308,49517,10147
National Holistic Institute,Emeryville,CA,Associates,Private,Far West,Suburb,NA,0,1134,NA,3831,27978,9500
National University,San Diego,CA,Bachelors,Private,Far West,City,NA,0.0016,9725,37116,5931,67548,25000
Naval Postgraduate School,Monterey,CA,Graduate,Public,NA,Suburb,NA,NA,NA,NA,NA,NA,NA
Newschool of Architecture and Design,San Diego,CA,Bachelors,Private,Far West,City,1,0,212,57642,7195,68891,31000
North Adrian's College of Beauty Inc,Modesto,CA,Associates,Private,Far West,City,NA,0,213,NA,4284,27269,11000
North-West College-Pomona,Pomona,CA,Associates,Private,Far West,Suburb,NA,0,315,NA,4162,39876,9500
North-West College-West Covina,West Covina,CA,Associates,Private,Far West,Suburb,NA,0,635,NA,2373,37542,9500
North-West College-Van Nuys,Van Nuys,CA,Associates,Private,Far West,City,NA,0,225,NA,4996,32488,9500
San Francisco Bay University,Fremont,CA,Bachelors,Private,Far West,City,0.6939,0,62,NA,12609,NA,NA
Notre Dame de Namur University,Belmont,CA,Bachelors,Private,Far West,Suburb,NA,0,14,NA,24385,74576,25000
Occidental College,Los Angeles,CA,Bachelors,Private,Far West,City,0.3989,0.0279,1844,80636,21864,75951,23000
Ohlone College,Fremont,CA,Associates,Public,Far West,City,NA,0.0501,6958,22906,6310,54278,PS
Orange Coast College,Costa Mesa,CA,Associates,Public,Far West,City,NA,0.0102,16117,13191,3464,47348,9500
Otis College of Art and Design,Los Angeles,CA,Bachelors,Private,Far West,City,0.8398,0,1242,71880,20084,58152,27000
Oxnard College,Oxnard,CA,Associates,Public,Far West,City,NA,0.0132,6059,9317,5463,41393,PS
Hope International University,Fullerton,CA,Bachelors,Private,Far West,Suburb,0.3539,0,549,51153,5301,49697,23000
Concorde Career College-San Diego,San Diego,CA,Associates,Private,Far West,City,0.9395,0,178,NA,7250,39169,9500
Palo Alto University,Palo Alto,CA,Bachelors,Private,Far West,Rural,NA,0,19,NA,18249,83187,20500
Pacific Oaks College,Pasadena,CA,Bachelors,Private,Far West,City,0.1,0,346,NA,5475,52485,29105
Pacific School of Religion,Berkeley,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,35779,NA,PS
Pacific States University,Los Angeles,CA,Graduate,Private,Far West,City,NA,0,17,NA,2114,NA,PS
Pacific Union College,Angwin,CA,Bachelors,Private,Far West,Rural,0.4248,0,910,47244,19200,70484,27500
University of the Pacific,Stockton,CA,Bachelors,Private,Far West,City,0.9486,0.0103,3247,68173,22844,78445,19500
Palo Verde College,Blythe,CA,Associates,Public,Far West,Rural,NA,0,2909,21205,10149,36389,PS
Palomar College,San Marcos,CA,Associates,Public,Far West,Suburb,NA,0.0116,16167,13997,5680,42300,PS
Pasadena City College,Pasadena,CA,Associates,Public,Far West,City,NA,0.0133,20624,12166,7271,43937,6651
Pepperdine University,Malibu,CA,Bachelors,Private,Far West,Suburb,0.4985,0.0046,3629,85202,12364,82939,23510
Pitzer College,Claremont,CA,Bachelors,Private,Far West,Suburb,0.1666,0.0259,1191,82832,24355,69512,16750
Point Loma Nazarene University,San Diego,CA,Bachelors,Private,Far West,City,0.8176,0.0061,3132,56664,10688,63998,22990
Pomona College,Claremont,CA,Bachelors,Private,Far West,Suburb,0.0676,0.0464,1638,81196,40927,77779,11782
Porterville College,Porterville,CA,Associates,Public,Far West,Suburb,NA,0.0151,2775,12522,6192,36328,PS
Professional Institute of Beauty,El Monte,CA,Associates,Private,Far West,Suburb,NA,0,90,NA,2635,16886,3001
Santa Ana College,Santa Ana,CA,Associates,Public,Far West,City,NA,0.0046,22011,11848,6947,43552,6871
RAND School of Public Policy,Santa Monica,CA,Graduate,Private,Far West,City,NA,NA,NA,NA,13272,NA,NA
Shasta School of Cosmetology,Redding,CA,Associates,Private,Far West,City,NA,0,101,NA,3802,NA,PS
University of Redlands,Redlands,CA,Bachelors,Private,Far West,City,0.8092,0.0151,2095,70233,15259,72690,26000
College of the Redwoods,Eureka,CA,Associates,Public,Far West,Rural,NA,0.0056,3514,12251,10898,36243,8080
Salon Success Academy-Upland,Upland,CA,Associates,Private,Far West,Suburb,NA,0,238,NA,4252,26956,7177
Salon Success Academy-Corona,Corona,CA,Associates,Private,Far West,City,NA,0,216,NA,1944,22412,7177
Rio Hondo College,Whittier,CA,Associates,Public,Far West,Rural,NA,0.0072,15365,19308,9064,44950,5500
Riverside City College,Riverside,CA,Associates,Public,Far West,City,NA,0.0072,17361,12427,6646,41091,8000
Dongguk University Los Angeles,Los Angeles,CA,Graduate,Private,Far West,City,NA,NA,4,NA,2879,NA,PS
Sacramento City College,Sacramento,CA,Associates,Public,Far West,City,NA,0.0157,16952,13062,5565,42214,10500
Saddleback College,Mission Viejo,CA,Associates,Public,Far West,Suburb,NA,0.0078,15959,11792,6155,50874,9500
Samuel Merritt University,Oakland,CA,Bachelors,Private,Far West,City,NA,0,712,NA,23277,143238,20825
San Diego City College,San Diego,CA,Associates,Public,Far West,City,NA,0.0079,10584,13255,6703,38503,7689
San Diego Mesa College,San Diego,CA,Associates,Public,Far West,City,NA,0.0197,15899,12964,4838,45120,4725
San Diego Miramar College,San Diego,CA,Associates,Public,Far West,City,NA,0.0237,10740,11428,5999,48224,6750
San Diego State University,San Diego,CA,Bachelors,Public,Far West,City,0.3444,0.0121,33654,27357,8755,64909,15000
University of San Diego,San Diego,CA,Bachelors,Private,Far West,City,0.4675,0.0064,5619,74879,18791,86522,22940
San Francisco Conservatory of Music,San Francisco,CA,Bachelors,Private,Far West,City,0.5194,0,215,78209,42014,NA,27000
San Francisco State University,San Francisco,CA,Bachelors,Public,Far West,City,0.9615,0.0078,20033,25258,9508,68077,15371
University of San Francisco,San Francisco,CA,Bachelors,Private,Far West,City,0.5077,0.0077,5697,76421,19807,89812,23000
San Joaquin College of Law,Clovis,CA,Graduate,Private,Far West,Suburb,NA,NA,NA,NA,9361,NA,PS
San Joaquin Delta College,Stockton,CA,Associates,Public,Far West,City,NA,0.0061,13964,17137,4348,43212,7500
San Joaquin Valley College-Visalia,Visalia,CA,Associates,Private,Far West,City,NA,0,2270,NA,4348,38317,10674
San Joaquin Valley College-Bakersfield,Bakersfield,CA,Associates,Private,Far West,City,NA,0,820,NA,5120,38317,10674
